areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11
Schuylerville,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494000.000,529000.000,,,,,,,,,,,,,,,,,,,,,,,769000.000,,,,604500.000,,,,,,,,,,,,,,,,,,,,739500.000,720000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seagate,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529500.000,554000.000,,,604500.000,699500.000,699999.000,674500.000,675000.000,,699999.000,734500.000,,,,899000.000,899000.000,849000.000,699999.000,668000.000,699999.000,787500.000,725000.000,875000.000,792000.000,725000.000,725000.000,699999.000,,,918000.000,889000.000,977000.000,895000.000,899000.000,892000.000,899000.000,958000.000,849000.000,888000.000,888000.000,868500.000,868500.000,918000.000,995000.000,956500.000,919000.000,992000.000,997000.000,999000.000,999000.000,999000.000,989000.000,972000.000,890000.000,889500.000,978500.000,929500.000,889000.000,939000.000,939000.000,914000.000,942000.000,869000.000,864000.000,904000.000,939000.000,939000.000,899000.000,902000.000,924000.000,869000.000,869000.000,865000.000,865000.000,862000.000,854500.000,750000.000,750000.000,809000.000,799000.000,784000.000,824000.000,799000.000,874495.000,868500.000,792500.000,717500.000,792500.000,736000.000,899000.000,923500.000,959000.000,923500.000,959000.000,923500.000,953500.000,953500.000,923500.000,899000.000,1099000.000,899000.000,1048500.000,1099500.000,998000.000,998000.000,875000.000,867000.000,841000.000,847500.000,854500.000,850000.000,832000.000,809444.000,832000.000,899000.000,845000.000,845000.000,937000.000,975000.000,990000.000,1037000.000,999000.000
Sheepshead Bay,Brooklyn,neighborhood,399000.000,289498.000,274997.000,329000.000,299000.000,345000.000,299000.000,279000.000,279498.000,314450.000,339000.000,299000.000,299000.000,357500.000,289498.000,272999.000,275000.000,277000.000,279498.000,299000.000,272500.000,279000.000,289498.000,279000.000,249000.000,249000.000,259000.000,261250.000,250000.000,247000.000,234000.000,234000.000,238500.000,229999.000,234000.000,230000.000,215000.000,219500.000,230000.000,239500.000,255888.000,239250.000,229999.000,249900.000,252450.000,244700.000,269000.000,255888.000,268000.000,252450.000,255000.000,240000.000,225000.000,225000.000,225000.000,235000.000,240000.000,255000.000,247500.000,255000.000,255000.000,255000.000,260000.000,285000.000,284000.000,299125.000,350000.000,382000.000,392000.000,439000.000,499000.000,499000.000,450000.000,499000.000,479000.000,454500.000,399000.000,509500.000,532500.000,577000.000,599000.000,627000.000,649000.000,651000.000,652000.000,656400.000,652800.000,663600.000,690000.000,715000.000,695000.000,692500.000,734500.000,729000.000,690000.000,690000.000,685500.000,715000.000,729000.000,727000.000,699500.000,688275.000,693500.000,749000.000,748750.000,720000.000,725000.000,720000.000,670000.000,679000.000,722500.000,750000.000,749000.000,749000.000,748375.000,726500.000,736500.000,699500.000,660000.000,677000.000,650000.000,626900.000,605000.000,599000.000,570000.000,595000.000,569900.000,599000.000,599000.000,602000.000,605000.000,599000.000,599000.000,575000.000,544000.000,539000.000,549000.000,500000.000,500000.000,500000.000,499000.000,550000.000,499000.000,498000.000,459990.000,450000.000,470000.000,483500.000,475000.000,499000.000,499000.000,475000.000,469000.000,469000.000,469000.000,448000.000,450000.000,495000.000,475000.000,469000.000,550000.000,559000.000,560000.000,610000.000,549000.000,574499.000,600000.000
Soho,Manhattan,neighborhood,2795000.000,2795000.000,2730000.000,2650000.000,2955000.000,2825000.000,2700000.000,2700000.000,2327500.000,2422500.000,2597500.000,2700000.000,2600000.000,2299998.000,2250000.000,2250000.000,2297498.000,2375000.000,2300000.000,2270000.000,2200000.000,1999000.000,1999500.000,1999000.000,1990000.000,1987500.000,1992500.000,2000000.000,2372500.000,2495000.000,2600000.000,2595000.000,2850000.000,2922500.000,3247500.000,2975000.000,3247500.000,3350000.000,3937500.000,3925000.000,3937500.000,3950000.000,3395000.000,2850000.000,2995000.000,2445313.000,2534725.000,2564388.000,2590525.000,2850000.000,2592763.000,2896000.000,3395000.000,2970000.000,2750000.000,2750000.000,2817500.000,2682313.000,2767500.000,3672500.000,3699000.000,3600000.000,3750000.000,3995000.000,3724500.000,4200000.000,3695000.000,3862500.000,3760000.000,3825000.000,3850000.000,3850000.000,3500000.000,3495000.000,3450000.000,3480000.000,3480000.000,3472500.000,3495000.000,3425000.000,3500000.000,3500000.000,3995000.000,4200000.000,3947500.000,3947500.000,3952500.000,3500000.000,3599000.000,3750000.000,3599000.000,3575000.000,3599000.000,3512500.000,3750000.000,3995000.000,3870000.000,3995000.000,3835000.000,3725000.000,3500000.000,3497000.000,3695000.000,3535000.000,3660000.000,3522500.000,3495000.000,3162500.000,2997500.000,3150000.000,3425000.000,3420000.000,3300000.000,3305000.000,3150000.000,3055000.000,3495000.000,3497000.000,3327000.000,3495000.000,3349000.000,3349000.000,3500000.000,3500000.000,3195000.000,3300000.000,3150000.000,2995000.000,2997000.000,2970000.000,2990000.000,2995000.000,2950000.000,2782500.000,2930000.000,3110000.000,3010000.000,3425000.000,3662500.000,3750000.000,3700000.000,3850000.000,4200000.000,4215000.000,4260000.000,4000000.000,3997000.000,3950000.000,4000000.000,4250000.000,4335000.000,4350000.000,4375000.000,4375000.000,4420000.000,4200000.000,4500000.000,4875000.000,4495000.000,4495000.000,4950000.000,4497500.000,4350000.000,4422500.000,4500000.000,4707100.000,4707100.000
Soundview,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,252500.000,252500.000,289999.000,,216500.000,218000.000,145898.000,145898.000,73796.000,73796.000,,,,,,,62500.000,69398.000,69398.000,,,69398.000,,332500.000,332500.000,367500.000,367500.000,365000.000,219398.000,190000.000,131898.000,,131898.000,,280000.000,360000.000,296000.000,323000.000,199000.000,350000.000,350000.000,360000.000,370000.000,374500.000,369999.000,379000.000,379000.000,74404.000,81175.000,77790.000,81175.000,81175.000,406950.000,414900.000,414900.000,399000.000,406950.000,406950.000,406950.000,359000.000,292000.000,359000.000,465000.000,495000.000,325000.000,250000.000,335000.000,379021.000,389011.000,399000.000,434000.000,437000.000,486500.000,475000.000,489000.000,544500.000,575000.000,524500.000,446900.000,335000.000,471500.000,455000.000,477000.000,549000.000,539000.000,499000.000,499000.000,493997.000,400000.000,400000.000,459000.000,486499.000,454000.000,493997.000,479449.000,380000.000,385000.000,497000.000,499000.000,499000.000,599000.000,479500.000,487000.000,475000.000,449750.000,479000.000,459000.000,499000.000,564000.000,599900.000,699000.000,749000.000,749000.000,660000.000,564000.000,475000.000,475000.000,564000.000,472000.000,469000.000,412000.000,399000.000,447000.000,475000.000,664000.000,562000.000,589500.000,628000.000,670000.000,553500.000,589500.000,609000.000,659500.000,684500.000,699000.000,670000.000,680000.000,719000.000,749999.000,599888.000,599888.000,494500.000,550000.000,545000.000,529000.000
South Brooklyn,Brooklyn,submarket,413270.000,415000.000,399000.000,419250.000,400000.000,409000.000,399000.000,388000.000,399000.000,396500.000,399000.000,392000.000,379000.000,409000.000,399000.000,399000.000,399000.000,399949.000,399000.000,399000.000,399900.000,399000.000,399000.000,399000.000,395000.000,395000.000,396500.000,379000.000,395000.000,379000.000,377000.000,379000.000,365000.000,361450.000,369000.000,369000.000,379000.000,375000.000,389000.000,389000.000,395000.000,398000.000,389000.000,392000.000,389500.000,390000.000,399000.000,399000.000,415000.000,415000.000,415000.000,399000.000,424900.000,425000.000,449000.000,447000.000,450000.000,469000.000,459000.000,475000.000,459000.000,465000.000,485000.000,492750.000,498000.000,539000.000,549000.000,562000.000,575000.000,587000.000,575000.000,589000.000,569000.000,579000.000,585000.000,599450.000,599000.000,640000.000,649000.000,660000.000,669000.000,675000.000,675000.000,689000.000,668100.000,665000.000,662500.000,699000.000,699000.000,715000.000,719000.000,710000.000,749000.000,740000.000,749350.000,752944.000,763000.000,767944.000,769000.000,769000.000,775000.000,766500.000,758999.000,769000.000,758944.000,750000.000,755000.000,770000.000,750000.000,759500.000,769000.000,775000.000,780000.000,789000.000,790000.000,789000.000,779000.000,769000.000,769000.000,760000.000,749950.000,739000.000,736500.000,735000.000,729000.000,729950.000,720000.000,715000.000,725000.000,704750.000,715000.000,699000.000,699000.000,698888.000,689000.000,698888.000,699000.000,699000.000,698000.000,699888.000,699000.000,710000.000,720000.000,699000.000,699000.000,699000.000,718000.000,725000.000,725000.000,728000.000,725000.000,725000.000,725000.000,720000.000,713000.000,714500.000,699000.000,709000.000,728175.000,729999.000,750000.000,788000.000,796500.000,795500.000,789000.000,799000.000,799000.000
South Jamaica,Queens,neighborhood,,,,,,,334900.000,,,,,,,,,,,,287500.000,,275000.000,277000.000,279000.000,279999.000,292000.000,297000.000,297000.000,310000.000,,297000.000,,,,,,,,,,,,,,,,,,,,,,,,,349444.000,349444.000,,,,,386088.000,389000.000,397500.000,395000.000,,,,395000.000,,459500.000,429000.000,489999.000,504500.000,429000.000,439000.000,429000.000,457000.000,457000.000,432000.000,,399000.000,389000.000,423800.000,450000.000,465000.000,465000.000,441400.000,539500.000,557500.000,480000.000,474500.000,464000.000,508500.000,519000.000,525000.000,529000.000,553500.000,567499.000,554000.000,549000.000,579999.000,549000.000,549000.000,559000.000,567499.000,567499.000,549000.000,558000.000,559000.000,577499.000,599000.000,599000.000,599000.000,584000.000,599000.000,599000.000,599000.000,599000.000,579000.000,579000.000,599000.000,614500.000,629500.000,672500.000,659999.000,672500.000,644500.000,602000.000,639999.000,685000.000,659000.000,659000.000,685000.000,685000.000,659000.000,639999.000,667000.000,649000.000,644500.000,639999.000,640000.000,669000.000,669000.000,789000.000,789000.000,770000.000,784500.000,879999.000,879999.000,799000.000,899000.000,929999.000,799000.000,879999.000,777000.000,777000.000,879999.000,777000.000,904999.000,929999.000,929999.000,929999.000,937499.000,934999.000,929999.000,879999.000,799000.000
South Ozone Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469000.000,477300.000,477300.000,477300.000,464000.000,464000.000,459000.000,475000.000,472000.000,459000.000,,,549999.000,599000.000,549000.000,549000.000,549000.000,599500.000,579500.000,604000.000,629000.000,674950.000,789000.000,729000.000,681950.000,657450.000,609000.000,614500.000,584000.000,634500.000,609000.000,594000.000,575000.000,575000.000,574000.000,599000.000,602000.000,635000.000,629999.000,625000.000,625000.000,629999.000,629999.000,626999.000,624999.000,615000.000,615000.000,615000.000,615000.000,629999.000,627499.000,589999.000,607499.000,699000.000,652500.000,612000.000,650000.000,624999.000,637500.000,725000.000,725000.000,720000.000,674500.000,682500.000,712000.000,,,,,,725000.000,687000.000,699000.000,649000.000,699000.000,769000.000,779500.000,794500.000,745000.000,747000.000,745000.000,747000.000,767500.000,790000.000,790000.000,765000.000,790000.000,790000.000,765000.000,820000.000,819500.000,819500.000
South Queens,Queens,submarket,389000.000,372500.000,335000.000,399000.000,399000.000,389000.000,355000.000,374500.000,369000.000,362000.000,359000.000,359000.000,359000.000,360500.000,349000.000,350000.000,349000.000,348500.000,343500.000,329000.000,319000.000,329000.000,339000.000,334000.000,334499.000,329998.000,334499.000,339000.000,339000.000,342500.000,342500.000,349000.000,349000.000,359000.000,359500.000,359000.000,354500.000,349000.000,354500.000,350000.000,364500.000,354500.000,350000.000,350000.000,375000.000,369900.000,369450.000,372450.000,374450.000,379000.000,388500.000,385000.000,399000.000,389999.000,410444.000,399000.000,399000.000,399000.000,439000.000,397000.000,399999.000,400444.000,414999.000,439000.000,429000.000,437000.000,449000.000,449000.000,450000.000,475000.000,475000.000,469000.000,475000.000,479000.000,475000.000,474000.000,475000.000,479000.000,475000.000,479000.000,479000.000,475450.000,479000.000,480000.000,485000.000,490000.000,529000.000,539999.000,571500.000,559000.000,559000.000,560000.000,569999.000,589000.000,589000.000,599000.000,599000.000,599000.000,599000.000,599000.000,599999.000,608888.000,617000.000,629000.000,629999.000,629000.000,629999.000,629999.000,629000.000,629999.000,639999.000,649000.000,649000.000,659000.000,650000.000,649500.000,649000.000,649000.000,659000.000,650000.000,650000.000,650000.000,649500.000,649000.000,639999.000,649000.000,649999.000,650000.000,650000.000,675000.000,685000.000,687000.000,698750.000,692500.000,689000.000,699000.000,699000.000,689000.000,689000.000,682500.000,689000.000,682500.000,679999.000,699000.000,715000.000,719000.000,725000.000,719000.000,709000.000,722000.000,719000.000,725000.000,719000.000,699999.000,699999.000,699000.000,699000.000,700000.000,739000.000,749444.000,739000.000,749000.000,744500.000,749000.000,749000.000,779000.000,789000.000
South Richmond Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000.000,475000.000,475000.000,,,,,,,499000.000,499000.000,494000.000,475000.000,475000.000,,,482000.000,,519000.000,,537000.000,599999.000,595000.000,595000.000,557500.000,,,,,599000.000,587000.000,599000.000,630000.000,630000.000,665000.000,668000.000,676000.000,659000.000,659000.000,668000.000,668000.000,659000.000,639000.000,649000.000,629000.000,628950.000,629000.000,675000.000,639000.000,629000.000,639000.000,575000.000,639000.000,639000.000,639000.000,639000.000,667000.000,639000.000,639000.000,639000.000,639000.000,639000.000,639000.000,,,,,,,,,700000.000,700000.000,700000.000,,,,,,,,788000.000,793500.000,,799000.000,799000.000,799000.000,,,849500.000,799000.000,739500.000,,,704500.000,694000.000,,777000.000,789000.000
Springfield Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369000.000,369000.000,342000.000,337000.000,,,,,,,,,,,,,,,,,,,,438000.000,,489444.000,489000.000,489000.000,449999.000,449999.000,449999.000,449500.000,449500.000,475000.000,449000.000,,524000.000,459500.000,450000.000,459500.000,502000.000,479000.000,479000.000,474000.000,519990.000,535000.000,552500.000,574500.000,544500.000,539000.000,599000.000,497000.000,472450.000,499000.000,499495.000,499990.000,499000.000,494500.000,504500.000,560000.000,579999.000,619000.000,554999.000,559999.000,599500.000,599000.000,599000.000,599999.000,604999.000,632000.000,644000.000,649000.000,639000.000,639000.000,639999.000,639999.000,624500.000,639999.000,629000.000,634000.000,639000.000,665500.000,684000.000,709500.000,720000.000,735000.000,720000.000,747000.000,759000.000,729000.000,650000.000,649000.000,749000.000,714450.000,729000.000,675000.000,714450.000,694000.000,739000.000,799000.000,793500.000,889999.000,814000.000,762500.000,679500.000,729000.000,729000.000,767000.000,775000.000,767000.000,825000.000,825000.000,819999.000,889999.000,899000.000,919999.000,909999.000,909999.000,949999.000,949999.000,964995.000,985000.000,989999.000,1025000.000,1050000.000,989999.000,989999.000,989999.000,1099999.000,1100000.000,1100000.000,1099999.000,1099999.000,1050000.000
St. Albans,Queens,neighborhood,,302000.000,302000.000,335000.000,,320000.000,302000.000,317000.000,,317000.000,,,,,,,,,329000.000,347000.000,347000.000,339000.000,339000.000,339000.000,339000.000,354000.000,,,369500.000,,,,,,,,,,,,,362000.000,344500.000,349000.000,362000.000,340000.000,344500.000,,,,,,,,,379000.000,382000.000,382000.000,385000.000,392500.000,392500.000,392500.000,400000.000,439000.000,439000.000,439000.000,449000.000,449000.000,472500.000,499500.000,499000.000,455000.000,499000.000,499000.000,499000.000,499000.000,462000.000,474000.000,445000.000,439000.000,452500.000,469000.000,469000.000,485000.000,474999.000,469000.000,469999.000,485000.000,499000.000,490000.000,489500.000,487000.000,490000.000,522500.000,520000.000,565000.000,579000.000,579000.000,579999.000,579999.000,579999.000,599000.000,599500.000,585000.000,599000.000,599000.000,625000.000,604999.000,629000.000,625000.000,628998.000,625000.000,609999.000,609999.000,619500.000,625000.000,617250.000,634000.000,632000.000,649000.000,629500.000,625000.000,622500.000,607999.000,599999.000,599999.000,599000.000,599999.000,625000.000,620000.000,664000.000,657000.000,669000.000,649500.000,649000.000,669500.000,670000.000,684500.000,679000.000,684500.000,709000.000,779000.000,799000.000,824000.000,789250.000,799000.000,749000.000,784000.000,719000.000,699500.000,698500.000,699000.000,685000.000,685000.000,685000.000,682500.000,680000.000,680000.000,685000.000,759000.000,729000.000,752000.000,714000.000,694500.000,699000.000,699000.000,699000.000
Staten Island,Staten Island,borough,659000.000,636900.000,495000.000,575300.000,636900.000,522500.000,699000.000,699000.000,555000.000,470000.000,439000.000,429000.000,434000.000,421950.000,412450.000,389900.000,399999.000,389000.000,425000.000,429450.000,429000.000,429000.000,429000.000,429000.000,315000.000,295000.000,390000.000,399000.000,410000.000,420000.000,379000.000,399000.000,399000.000,399900.000,399900.000,399000.000,399000.000,399900.000,399000.000,400000.000,407000.000,399900.000,399999.000,399000.000,395000.000,389999.000,395000.000,395000.000,390000.000,395000.000,399000.000,399000.000,399900.000,399900.000,409500.000,417750.000,419000.000,424900.000,425000.000,420000.000,427000.000,447000.000,449000.000,449999.000,449000.000,449900.000,476500.000,459900.000,479000.000,497000.000,499000.000,499850.000,490000.000,499800.000,499000.000,519000.000,539000.000,549450.000,543900.000,539999.000,540000.000,539999.000,539000.000,579000.000,625000.000,629000.000,565000.000,549900.000,575000.000,549900.000,559900.000,589000.000,589000.000,599000.000,599000.000,599000.000,599000.000,599000.000,599000.000,599000.000,630000.000,630000.000,629999.000,639950.000,629000.000,639000.000,632500.000,644000.000,629000.000,625000.000,618500.000,625000.000,629000.000,627950.000,628000.000,626450.000,618888.000,609000.000,600000.000,599999.000,599888.000,599000.000,586500.000,588000.000,579450.000,599000.000,619000.000,635000.000,635444.000,625000.000,639500.000,619000.000,629000.000,632500.000,640000.000,649000.000,649995.000,650000.000,649900.000,649999.000,650000.000,669000.000,675000.000,689999.000,689999.000,689450.000,678000.000,670000.000,680500.000,680000.000,675000.000,682000.000,675000.000,664944.000,670000.000,657889.000,669944.000,659000.000,679000.000,699000.000,723000.000,699999.000,699000.000,725000.000,718888.000,725000.000,699998.000
